MARIA PIA	F	49
VERA	F	48
AHMED	M	48
ROSSANA	F	48
ANTONINA	F	48
SANDRA	F	48
MILENA	F	47
GERARDO	M	47
GINO	M	47
CALOGERA	F	47
DENISE	F	47
CAROLA	F	47
LUDOVICA	F	47
MARIA ANTONIETTA	F	47
IDA	F	47
GLORIA	F	46
GABRIEL	M	46
DEBORAH	F	46
MARZIA	F	46
SECONDO	M	46
PASQUALINA	F	45
GIANPIERO	M	45
NELLA	F	44
AGNESE	F	44
FELICE	M	43
VIVIANA	F	43
DEBORA	F	42
ROSINA	F	42
MICHELINA	F	42
ETTORE	M	41
TERESINA	F	41
KHADIJA	F	41
MARIANGELA	F	41
VILMA	F	41
IRMA	F	41
GIOELE	M	41
KEVIN	M	40
EMILIO	M	40
FULVIO	M	40
MARIA ANGELA	F	40
PIERLUIGI	M	39
SEBASTIANO	M	39
ROSALBA	F	39
ERIK	M	39
ROSELLA	F	39
ERICA	F	38
MARIELLA	F	38
VANESSA	F	38
ROSA MARIA	F	38
SALVATRICE	F	38
LUCREZIA	F	37
ASIA	F	37
NICOLE	F	37
RINA	F	37
NATALIA	F	37
TATIANA	F	37
FLAVIA	F	37
LORIS	M	37
VIOLA	F	36
LORENA	F	36
MARCELLA	F	36
ROSSELLA	F	36
GIANPAOLO	M	36
ANGELINA	F	35
INES	F	35
LUISELLA	F	35
MARIA CONCETTA	F	34
ROMINA	F	34
ANGELICA	F	33
NUNZIO	M	33
GUGLIELMO	M	33
GAETANA	F	33
MICHAEL	M	33
NATALINA	F	33
AGOSTINO	M	33
ANITA	F	32
CORRADO	M	32
MAURA	F	32
MOHAMMED	M	32
REMO	M	32
MARIAGRAZIA	F	32
FABIANA	F	32
AMELIA	F	32
ADELINA	F	32
FERDINANDO	M	31
COSIMO	M	31
MARIKA	F	31
PIERPAOLO	M	31
FIORELLA	F	31
SAID	M	31
NICOLAS	M	31
DAVID	M	31
LIVIO	M	30
ENZA	F	30
CRISTIANO	M	30
ALFONSO	M	30
ANA	F	30
RAFFAELA	F	30
GIAN CARLO	M	30
MARIA CARMELA	F	30
CRISTIANA	F	30
FIORENZO	M	30
RACHELE	F	30
GIAN LUCA	M	29
MORENA	F	29
ILEANA	F	29
SAMUEL	M	29
EVA	F	29
CIRO	M	29
GENNARO	M	29
BENEDETTA	F	29
AICHA	F	29
YOUSSEF	M	29
ADA	F	28
SANTINA	F	28
KATIA	F	28
DIANA	F	28
ION	M	28
NICHOLAS	M	28
SAMANTHA	F	28
ROSETTA	F	28
CARMELINA	F	28
FLORA	F	28
STELLA	F	28
IVANO	M	28
ONOFRIO	M	27
ALI	M	27
PIERGIORGIO	M	27
PIER LUIGI	M	27
SANTA	F	27
EUGENIA	F	27
FERRUCCIO	M	27
MARIA ROSARIA	F	26
MIRCO	M	26
GINA	F	26
SANTO	M	26
ESTER	F	26
NATALE	M	26
MIRANDA	F	26
VASILE	M	25
LUANA	F	25
AMALIA	F	25
AMEDEO	M	25
MARIA GIOVANNA	F	25
LUIGINO	M	25
PAOLINA	F	24
IRIS	F	24
IMMACOLATA	F	24
ALDA	F	24
ARBEN	M	24
GIAMPIERO	M	24
LORENZA	F	24
MIHAELA	F	24
ADAM	M	24
ROMANO	M	23
MARIA MADDALENA	F	23
PIERINO	M	23
MARIA LUIGIA	F	23
LIVIA	F	23
VICTORIA	F	23
CARMEN	F	23
DAMIANO	M	23
MARIA VITTORIA	F	23
CLELIA	F	23
VALENTINO	M	23
NICCOLO'	M	23
ORIANA	F	23
FAUSTO	M	23
LORELLA	F	23
ORAZIO	M	23
IGNAZIO	M	23
DONATA	F	23
LORETTA	F	22
RAYAN	M	22
MARIA GABRIELLA	F	22
LISA	F	22
SARAH	F	22
GIOACCHINO	M	22
ELIA	M	22
MIRIAM	F	22
YASMINE	F	22
CONSTANTIN	M	22
ITALO	M	22
GIANLUIGI	M	22
FATIHA	F	21
ESMERALDA	F	21
ALMA	F	21
PIER PAOLO	M	21
GEMMA	F	21
GRAZIANO	M	21
EDMOND	M	21
PAOLINO	M	21
GREGORIO	M	21
FULVIA	F	21
ANNUNZIATA	F	21
AMBRA	F	21
OSVALDO	M	20
SECONDINA	F	20
ANGELA MARIA	F	20
EMILY	F	20
ROMEO	M	20
SVETLANA	F	20
RACHID	M	20
ABDERRAHIM	M	20
ILENIA	F	20
IVO	M	20
MARINO	M	20
MARIANA	F	19
FERNANDA	F	19
ANGIOLINA	F	19
AGATA	F	19
TIZIANO	M	19
HASSAN	M	19
AYA	F	19
ROMANA	F	19
NUNZIA	F	19
ATTILIO	M	19
REGINA	F	19
ROSANGELA	F	19
IRINA	F	19
IGOR	M	19
NINA	F	19
DANTE	M	19
MARIALUISA	F	18
MARIA CARLA	F	18
YASSINE	M	18
VITTORINA	F	18
EDUARD	M	18
PIER GIORGIO	M	18
LINDA	F	18
ELIANA	F	18
EGLE	F	18
AMINA	F	18
CELESTINA	F	18
GIAN PIERO	M	18
VIOLETA	F	18
PIERANGELO	M	18
ERNESTO	M	18
MICAELA	F	18
ACHILLE	M	18
MARIA RITA	F	18
BENEDETTO	M	17
SERAFINA	F	17
AURELIA	F	17
DINO	M	17
MUSTAPHA	M	17
HAMZA	M	17
MARIA PAOLA	F	17
ALEXANDRU	M	17
MARIUCCIA	F	17
RENZA	F	17
CELESTE	F	17
AZZURRA	F	17
FERNANDO	M	17
JENNIFER	F	17
PALMA	F	17
AUGUSTO	M	17
ANILA	F	17
SAVERIO	M	17
ALEXANDRA	F	17
TAMARA	F	17
OSCAR	M	17
ORESTE	M	17
ANTONELLO	M	17
PRIMO	M	17
KRISTIAN	M	17
ERNESTINA	F	17
MARIATERESA	F	17
VINCENZINA	F	17
ENEA	M	17
MICHELINO	M	17
MARIA ANNA	F	16
ONORINA	F	16
GIOVANNA MARIA	F	16
EMILIANO	M	16
GERMANA	F	16
BESNIK	M	16
CONCETTINA	F	16
OTTAVIO	M	16
AURELIO	M	16
SABINA	F	16
FIORENZA	F	16
EMANUEL	M	16
RINO	M	16
AYOUB	M	16
MARIAROSA	F	16
MIA	F	16
ALTIN	M	16
SIMONETTA	F	16
GIAN FRANCO	M	16
ZAKARIA	M	16
GIOVANNI BATTISTA	M	16
FATNA	F	16
ZAHRA	F	16
FABIOLA	F	16
ESTERINA	F	15
TERESIO	M	15
MINA	F	15
DELIA	F	15
ELIA	F	15
NICOLINA	F	15
BENITO	M	15
GHEORGHE	M	15
SAMANTA	F	15
MICHELANGELO	M	15
PETRIT	M	15
MARTIN	M	15
ORIETTA	F	15
ISABEL	F	15
GIAN LUIGI	M	15
ANNA RITA	F	15
VITA	F	15
VALBONA	F	15
COSIMA	F	15
NAIMA	F	15
ANA MARIA	F	15
CLARISSA	F	15
FATMIR	M	15
VANDA	F	15
MARTINO	M	15
GEZIM	M	15
RODICA	F	14
GIANNA	F	14
OMBRETTA	F	14
ARTAN	M	14
EDDA	F	14
GIAN PAOLO	M	14
ALFRED	M	14
SAMIRA	F	14
VIORICA	F	14
AIDA	F	14
ORLANDO	M	14
SERGIU	M	14
ALBINA	F	14
VICTOR	M	14
LUCIO	M	14
RODOLFO	M	14
DINA	F	14
HICHAM	M	14
HANANE	F	14
MARIA ASSUNTA	F	14
SOPHIA	F	14
GIUSEPPE ANTONIO	M	14
ANGIOLETTA	F	14
WILLIAM	M	14
PIERCARLO	M	14
PATRIZIO	M	13
LARA	F	13
MICHELLE	F	13
SHARON	F	13
ARTUR	M	13
HAJAR	F	13
MARIA STELLA	F	13
GIOVANNI GIUSEPPE	M	13
FRANCESCO ANTONIO	M	13
ARTURO	M	13
MIRIANA	F	13
BIAGIO	M	13
AGRON	M	13
GIAMPAOLO	M	13
GASPARE	M	13
NORA	F	13
LINDITA	F	13
LAILA	F	13
LAURETTA	F	13
ALIDA	F	13
DEMETRIO	M	13
MIRELA	F	13
EVELINA	F	13
ALBA	F	13
MARIA CATERINA	F	13
LEONARD	M	13
MANUELE	M	13
AMANDA	F	13
GIANMARCO	M	13
ROSEMMA	F	13
DARIA	F	13
GABRIELA	F	13
SAVINO	M	13
SELENE	F	13
MARIA LUCIA	F	13
MARIA ANTONIA	F	13
MAURIZIA	F	13
PIA	F	12
LINO	M	12
AUREL	M	12
GERMANO	M	12
RINALDO	M	12
NORMA	F	12
EDI	F	12
ADOLFO	M	12
ANNA TERESA	F	12
FRANCESCO PAOLO	M	12
DEVIS	M	12
ABDELLAH	M	12
PALMINA	F	12
LEANDRO	M	12
KLEA	F	12
GIUSEPPE GIOVANNI	M	12
MAMADOU	M	12
MARIA GIUSEPPINA	F	12
SAMIR	M	12
ERSILIA	F	12
MARIA FRANCESCA	F	12
GIACINTO	M	12
PAMELA	F	12
CATTERINA	F	12
STEFAN	M	12
FELICIA	F	12
DORINA	F	12
MARIANO	M	12
ALBERT	M	12
ILIR	M	12
MANJOLA	F	12
MARISTELLA	F	11
MORENO	M	11
FIORINA	F	11
GIOVANNINA	F	11
SEBASTIAN	M	11
BRYAN	M	11
BLEDAR	M	11
CARLA MARIA	F	11
ALEKSANDER	M	11
SONJA	F	11
MATILDA	F	11
AMAL	F	11
ARNALDO	M	11
FLORIN	M	11
ANNA ROSA	F	11
AZIZ	M	11
ECATERINA	F	11
NADEJDA	F	11
ANIELLO	M	11
CHLOE	F	11
IOLE	F	11
ANTHONY	M	11
KATIUSCIA	F	11
FILIPPA	F	11
ERMANNO	M	11
ARJAN	M	11
DILETTA	F	11
GERARDA	F	11
SALAH	M	11
MARIA DOMENICA	F	11
NICOLAE	M	11
EMILIANA	F	11
MARIA GIUSEPPA	F	11
IBRAHIM	M	11
MARICA	F	10
BLESSING	F	10
BRAHIM	M	10
ERCOLE	M	10
MAGDA	F	10
GIANNINA	F	10
GRAZIA MARIA	F	10
MARICICA	F	10
GENTIAN	M	10
FLORIANA	F	10
MARJETA	F	10
FORTUNATO	M	10
SPERANZA	F	10
KLEVIS	M	10
NICOLETA	F	10
BLERTA	F	10
SHPRESA	F	10
GIANCARLA	F	10
MIMOZA	F	10
MARIAM	F	10
ALFIO	M	10
ANTONETTA	F	10
AGIM	M	10
PRANVERA	F	10
COSTANTINO	M	10
ADIL	M	10
GIUSY	F	10
MARIA ELENA	F	10
ANASTASIA	F	10
ERVIS	M	10
VASILICA	F	10
GERARDINA	F	10
CHANEL	F	10
ROSITA	F	10
DELFINA	F	10
HAMID	M	10
GIUDITTA	F	10
ANDREI	M	10
RAIMONDA	F	10
DRITA	F	10
ENDRI	M	10
MAFALDA	F	10
MARIA CHIARA	F	10
DUMITRU	M	10
FRANCA MARIA	F	10
DENISA	F	10
ROMILDA	F	10
COSTANZA	F	10
KLAJDI	M	10
SANTE	M	10
MAJLINDA	F	10
JOY	F	10
GIOACCHINA	F	10
ZOE	F	10
AMINE	M	10
ALBINO	M	9
LULZIM	M	9
NATALINO	M	9
BLERIM	M	9
CLOE	F	9
CLEMENTINA	F	9
CHRISTOPHER	M	9
STELA	F	9
ALBANA	F	9
KARIMA	F	9
ADELAIDE	F	9
PASQUALINO	M	9
GIUSEPPE MARIO	M	9
TEODORA	F	9
JURGEN	M	9
MARJAN	M	9
ENKELEDA	F	9
SOKOL	M	9
PIETRA	F	9
IOAN	M	9
OLIMPIA	F	9
GIULIETTA	F	9
GIROLAMO	M	9
SECONDINO	M	9
LIBERA	F	9
EUFEMIA	F	9
LILIA	F	9
PJETER	M	9
MARIA GIULIA	F	9
GIOVANNI CARLO	M	9
KARIM	M	9
OLIVIA	F	9
MARIUS	M	9
LUIS	M	9
BRUNILDA	F	9
BOUCHRA	F	9
DANILA	F	9
LULJETA	F	9
EMMANUEL	M	9
PIERO LUIGI	M	9
AMIRA	F	9
ILIRJAN	M	9
GALINA	F	9
GIROLAMA	F	9
GIANFRANCA	F	9
SANTIAGO	M	9
MOUSSA	M	9
SAIMIR	M	9
DASHAMIR	M	9
MALAK	F	9
ELIDA	F	9
KATJA	F	9
SAIDA	F	9
NADA	F	9
GISELLA	F	9
BRUNELLA	F	9
SAAD	M	9
NAOMI	F	9
PAOLA MARIA	F	9
EDUART	M	9
SILVANA MARIA	F	8
AGOSTINA	F	8
DHURATA	F	8
GJON	M	8
GILIOLA	F	8
NIZAR	M	8
ROSA ANNA	F	8
CATIA	F	8
STIVEN	M	8
GIUSEPPINA MARIA	F	8
LAURO	M	8
NIKOLAS	M	8
MOURAD	M	8
SONILA	F	8
ALBERTINA	F	8
EL MOSTAFA	M	8
TANIA	F	8
CAMILLO	M	8
PETRU	M	8
MARIA BRUNA	F	8
JOHN	M	8
SUELA	F	8
GEORGETA	F	8
GIAN MARCO	M	8
ERIC	M	8
IULIANA	F	8
MARIA INCORONATA	F	8
ASYA	F	8
SAADIA	F	8
ERMINIO	M	8
TATJANA	F	8
YLENIA	F	8
KLAUDIO	M	8
ORSOLA	F	8
MODOU	M	8
ANDREA	F	8
ANTONY	M	8
MARK	M	8
DORIANA	F	8
KRISTINA	F	8
JONATHAN	M	8
GABRIELLA MARIA	F	8
AFERDITA	F	8
LAHCEN	M	8
LAVINIA	F	8
ANDREEA	F	8
ELVIS	M	8
FAITH	F	8
DENNIS	M	8
JONIDA	F	8
ARDIAN	M	8
GHIZLANE	F	8
GJERGJ	M	8
FRANCO GIUSEPPE	M	8
ROSSANO	M	8
BOUCHAIB	M	8
FATOS	M	8
MARIACRISTINA	F	8
ELIDE	F	8
IULIA	F	8
EDLIRA	F	8
GRAZIELLA MARIA	F	8
MARINELA	F	8
DORA	F	8
ALESSANDRINA	F	8
KHALID	M	8
GENTJAN	M	8
ALKETA	F	8
ADRIAN	M	8
ASSIA	F	8
VITALIE	M	8
MARCELA	F	8
MALIKA	F	8
ALFONSA	F	8
MATHIAS	M	8
ROSA ANGELA	F	7
MARWA	F	7
NATASHA	F	7
PRECIOUS	F	7
ALINA	F	7
MELANIA	F	7
ANNARITA	F	7
FIORE	M	7
DUILIO	M	7
MONIA	F	7
EDISON	M	7
DALILA	F	7
BARTOLOMEO	M	7
ERVIN	M	7
TULLIO	M	7
SOUKAINA	F	7
DALLANDYSHE	F	7
SHPETIM	M	7
LAURA MARIA	F	7
CLOTILDE	F	7
GIOVANNI LUIGI	M	7
NEZHA	F	7
ENRICHETTA	F	7
ASJA	F	7
JAMAL	M	7
IOANA	F	7
MERI	F	7
MIHAI	M	7
ANDI	M	7
GIANMARIO	M	7
NELLO	M	7
MEHMET	M	7
ZAIRA	F	7
IURIE	M	7
ITALIA	F	7
HASNA	F	7
NATASCIA	F	7
MARIA ELISABETTA	F	7
MERITA	F	7
ROZETA	F	7
IMAN	F	7
ROBERT	M	7
IRENA	F	7
GIOVANNI FRANCESCO	M	7
IMAD	M	7
GIOVANNI PIETRO	M	7
MEGI	F	7
SVEVA	F	7
FRANCESCA MARIA	F	7
NICOL	F	7
SILVIA MARIA	F	7
ROBERTO GIUSEPPE	M	7
SALMA	F	7
VANNA	F	7
KAWTAR	F	7
RACHIDA	F	7
LORETA	F	7
TONIN	M	7
GIOSUE'	M	7
DESIREE	F	7
ABDELHADI	M	7
LUAN	M	7
DELIO	M	7
HALIMA	F	7
LENUTA	F	7
ZOHRA	F	7
KUJTIM	M	7
MICOL	F	7
YOUNES	M	7
CELESTINO	M	7
VALENTIN	M	7
IMRAN	M	7
IONEL	M	7
JENNY	F	7
DONIKA	F	7
SHKELQIM	M	7
ADAMA	M	7
MIKEL	M	7
MIHAIL	M	7
ABDERRAHMANE	M	7
RITA MARIA	F	7
PATRICK	M	7
MARIAN	M	7
YOUNESS	M	7
COSTANTINA	F	7
PATRICIA	F	7
LILJANA	F	7
ARTA	F	7
GIGLIOLA	F	7
CESARINA	F	7
SINDI	F	7
DOMNICA	F	7
MERYEM	F	7
WALID	M	7
CANIO	M	7
GUALTIERO	M	7
CONO	M	7
MAURILIO	M	7
DYLAN	M	7
ERNESTA	F	7
NICOLINO	M	7
DRITAN	M	7
MARGARITA	F	7
ALBAN	M	7
SEVERINA	F	7
SERENELLA	F	7
FLORENC	M	7
FRANCA GIUSEPPINA	F	7
RAJMONDA	F	7
BRENDON	M	7
GILBERTO	M	7
LENE	F	7
MARIAROSARIA	F	7
LUNA	F	7
GIOVANNI PAOLO	M	7
ABDELHAK	M	7
ERMELINDA	F	7
GIUSEPPE LUIGI	M	7
AMIR	M	7
BILAL	M	7
NIKOLIN	M	7
LUDOVICO	M	7
DESIRE'	F	7
FLORIAN	M	7
NOUR	F	7
GIOIA	F	7
SAMI	M	7
EGIDIO	M	7
LIVIANA	F	7
VJOLLCA	F	6
PIERANGELA	F	6
ELVIO	M	6
IGLI	M	6
SUSI	F	6
GAZMEND	M	6
PIETRO PAOLO	M	6
MOR	M	6
NDRICIM	M	6
LUIZA	F	6
NADIR	M	6
LARISA	F	6
DRISS	M	6
CARLO GIUSEPPE	M	6
SANTINO	M	6
RAMONA	F	6
GIUSEPPE MICHELE	M	6
LATIFA	F	6
FRANCO ANGELO	M	6
TERESITA	F	6
UBALDO	M	6
PASQUA	F	6
ALLEGRA	F	6
DEVID	M	6
ALIONA	F	6
OTTAVIA	F	6
SANDRINA	F	6
HIBA	F	6
PIERFRANCO	M	6
MARIA PIERA	F	6
SABINO	M	6
ABDELAZIZ	M	6
MARIO GIUSEPPE	M	6
ADELIO	M	6
LAURETA	F	6
BRAYAN	M	6
ANNA PAOLA	F	6
IACOPO	M	6
ANDREINA	F	6
KHADDOUJ	F	6
LIANA	F	6
GIOVANNI ANTONIO	M	6
GIANCARLO GIUSEPPE	M	6
LAMIN	M	6
KLAUDIA	F	6
LUDMILA	F	6
EDUARDO	M	6
MONICA MARIA	F	6
AUGUSTA	F	6
MARIOARA	F	6
ANAS	M	6
ABDELGHANI	M	6
VALENTYNA	F	6
YASSIN	M	6
BASHKIM	M	6
KLOE	F	6
ZAMIRA	F	6
NINO	M	6
DOHA	F	6
FLAMUR	M	6
NOUREDDINE	M	6
NIKOLA	M	6
ARDIT	M	6
TARIK	M	6
YURI	M	6
JASMINE	F	6
NAJAT	F	6
GIORDANO	M	6
AMBROGIO	M	6
LIAM	M	6
GIUSEPPE FRANCESCO	M	6
GIOVANNI MARIO	M	6
LIBORIA	F	6
CLORINDA	F	6
JACQUELINE	F	6
JOLANDA	F	6
SUZANA	F	6
SALVATORE GIUSEPPE	M	6
LEILA	F	6
SIHAM	F	6
ALISSA	F	6
DAIANA	F	6
KASTRIOT	M	6
ORSOLINA	F	6
IKRAM	F	6
FATIMA ZAHRA	F	6
LUCE	F	6
PAOLO LUIGI	M	6
BRIGIDA	F	6
VALERIU	M	6
BRIAN	M	6
CATENA	F	6
ROLAND	M	6
MARJANA	F	6
ERMINIA	F	6
ADELIA	F	6
SIDORELA	F	6
FERDINAND	M	6
TEODORO	M	6
ENRICO MARIA	M	6
OUSMANE	M	6
FLORIANO	M	6
ILARIO	M	6
PALMIRA	F	6
GIAN CARLA	F	6
CHEIKH	M	6
ROSANNA MARIA	F	6
LUIGJ	M	6
EVELIN	F	6
MARIA GRAZIELLA	F	6
LUCILLA	F	6
ASTRIT	M	6
FORTUNATA	F	6
DEA	F	6
MARIA DONATA	F	6
EMILJANO	M	6
SOUMIA	F	6
ISIDORO	M	6
SEBASTIANA	F	6
ROBERTO GIOVANNI	M	6
FATOU	F	6
MELISA	F	6
KLODIAN	M	6
EVELYN	F	6
ELTON	M	6
ERIONA	F	6
RYAN	M	6
ABDOULAYE	M	5
VIOLETTA	F	5
ANNITA	F	5
FRANCO ANTONIO	M	5
GIONATAN	M	5
NERINA	F	5
VALERICA	F	5
INA	F	5
FLORJAN	M	5
BENIAMINO	M	5
SALMAN	M	5
JUSTIN	M	5
VALTER GIUSEPPE	M	5
VITTORINO	M	5
CROCIFISSA	F	5
DOINA	F	5
FILE	F	5
KAMILA	F	5
MANLIO	M	5
ENKELEJDA	F	5
RUBEN	M	5
CELESTE	M	5
NORBERTO	M	5
LIBORIO	M	5
ERNEST	M	5
SANDY	F	5
IONELA	F	5
FRIDAY	M	5
GERLANDO	M	5
ERMIRA	F	5
LULE	F	5
FRANCO LUIGI	M	5
DALIA	F	5
HYSEN	M	5
SEVERINO	M	5
MEHDI	M	5
MARIA ELISA	F	5
MARIA ADDOLORATA	F	5
SKENDER	M	5
CESIRA	F	5
TECLA	F	5
FATIME	F	5
NABIL	M	5
AGAZIO	M	5
LEONE	M	5
DANIELA MARIA	F	5
ANSELMO	M	5
JOEL	M	5
CARLO ALBERTO	M	5
PATRIK	M	5
MARIA LETIZIA	F	5
IONICA	F	5
ALESIA	F	5
YASSIR	M	5
DAISY	F	5
BRAIAN	M	5
PIERA CARLA	F	5
BRIGHT	M	5
SIRYA	F	5
SHEFQET	M	5
ISA	F	5
ZINEB	F	5
MARILISA	F	5
GIUSEPPE SECONDO	M	5
OXANA	F	5
NOEL	M	5
ORAZIA	F	5
XHESIKA	F	5
ALFIA	F	5
FRANCO GIOVANNI	M	5
YASSER	M	5
BUJAR	M	5
LORENZINA	F	5
NIVES	F	5
JULIANA	F	5
SOUFIANE	M	5
MARIA CALOGERA	F	5
GIACOMINA	F	5
PIERO GIOVANNI	M	5
PIA MARIA	F	5
MUHAMMAD	M	5
BUKURIJE	F	5
SABATINO	M	5
KENZA	F	5
MICHELE GIUSEPPE	M	5
LEA	F	5
ABDELKADER	M	5
EROS	M	5
ADRIATIK	M	5
ELISEO	M	5
ELONA	F	5
ABDOU	M	5
FLORINDE	F	5
PIER CARLO	M	5
RUDINA	F	5
HAFSA	F	5
LUIGI ANGELO	M	5
RROK	M	5
GIAN MARIO	M	5
MARIA MICHELA	F	5
SUADA	F	5
ISAAC	M	5
SOPHIE	F	5
QEMAL	M	5
GUERRINO	M	5
NELLA MARIA	F	5
NERTILA	F	5
MANAL	F	5
PINUCCIA	F	5
GRISELDA	F	5
GIOVANNA TERESA	F	5
GENOVEFFA	F	5
GIGLIO	M	5
MARSEL	M	5
ROBERTO ANTONIO	M	5
ANXHELA	F	5
WANDA	F	5
BRUNO GIUSEPPE	M	5
PIER ANGELO	M	5
GIOVANNA GIUSEPPINA	F	5
TERESA MARIA	F	5
FRANCESCO GIOVANNI	M	5
BARTOLO	M	5
ERJON	M	5
YASMIN	F	5
ISMAIL	M	5
LOVETH	F	5
GANDOLFO	M	5
MARIA MARGHERITA	F	5
DORIAN	M	5
RITA ROSA	F	5
SOFIA MARIA	F	5
ARMANDA	F	5
DOMENICO GIUSEPPE	M	5
HAYAT	F	5
MERIEM	F	5
Desirée	F	5
PETRA	F	5
ERMIR	M	5
IMANE	F	5
CORINNA	F	5
ALBERTO PAOLO	M	5
FLORENTINA	F	5
